Order_ID,Order_Date,Region,Customer_Segment,Category,Product,Quantity,Unit_Price,Discount,Revenue
ORD0286,2025-10-21,North,Corporate,Electronics,Bluetooth Speaker,3,3524.29,0.0,10572.87
ORD0287,2025-06-07,North,Home Office,Home & Kitchen,Table Lamp,5,4629.91,0.05,21992.07
ORD0288,2025-06-01,West,Consumer,Fashion,Jacket,2,1250.82,0.0,2501.64
ORD0289,2025-08-21,South,Consumer,Fashion,Backpack,5,4580.43,0.15,19466.83
ORD0290,2025-12-15,North,Home Office,Electronics,USB Hub,4,2734.23,0.05,10390.07
ORD0291,2025-02-27,South,Consumer,Electronics,USB Hub,5,1169.35,0.15,4969.74
ORD0292,2025-06-17,North,Home Office,Beauty,Face Wash,2,3640.21,0.1,6552.38
ORD0293,2025-08-17,Central,Consumer,Electronics,Headphones,2,2662.59,0.1,4792.66
ORD0294,2025-10-14,South,Home Office,Beauty,Shampoo,1,2099.55,0.0,2099.55
ORD0295,2025-02-07,North,Consumer,Electronics,Headphones,3,3560.85,0.15,9080.17
ORD0296,2025-08-30,West,Corporate,Electronics,Bluetooth Speaker,4,1062.91,0.0,4251.64
ORD0297,2025-07-15,South,Home Office,Beauty,Perfume,4,584.2,0.15,1986.28
ORD0298,2025-06-28,South,Consumer,Electronics,Keyboard,5,2085.68,0.0,10428.4
ORD0299,2025-01-12,South,Consumer,Fashion,Backpack,5,2234.81,0.1,10056.65
ORD0300,2025-08-24,North,Home Office,Fashion,Jeans,3,1103.71,0.0,3311.13
ORD0301,2025-08-03,North,Corporate,Electronics,Keyboard,2,522.0,0.15,887.4
ORD0302,2025-11-03,Central,Consumer,Electronics,Keyboard,1,2129.87,0.0,2129.87
ORD0303,2025-01-29,East,Home Office,Home & Kitchen,Storage Box,3,1322.98,0.15,3373.6
ORD0304,2025-11-03,South,Corporate,Fashion,Jeans,3,4405.04,0.15,11232.85
ORD0305,2025-06-03,West,Home Office,Fashion,T-Shirt,5,4751.9,0.0,23759.5
ORD0306,2025-09-11,West,Corporate,Electronics,Bluetooth Speaker,4,3970.86,0.05,15089.27
ORD0307,2025-03-18,South,Consumer,Fashion,Backpack,2,3820.2,0.1,6876.36
ORD0308,2025-06-03,Central,Home Office,Home & Kitchen,Table Lamp,1,2898.45,0.1,2608.61
ORD0309,2025-03-10,West,Corporate,Beauty,Moisturizer,3,1175.02,0.0,3525.06
ORD0310,2025-02-17,Central,Consumer,Home & Kitchen,Coffee Maker,3,2009.41,0.15,5124.0
ORD0311,2025-02-07,East,Corporate,Home & Kitchen,Storage Box,5,1240.68,0.0,6203.4
ORD0312,2025-01-08,South,Home Office,Home & Kitchen,Water Bottle,1,3784.02,0.1,3405.62
ORD0313,2025-11-06,West,Corporate,Home & Kitchen,Table Lamp,2,2848.98,0.05,5413.06
ORD0314,2025-10-01,West,Consumer,Fashion,Sneakers,3,1925.29,0.1,5198.28
ORD0315,2025-08-29,Central,Consumer,Fashion,Jeans,3,1701.03,0.0,5103.09
ORD0316,2025-03-16,West,Corporate,Electronics,Bluetooth Speaker,5,4685.84,0.15,19914.82
ORD0317,2025-03-20,West,Home Office,Home & Kitchen,Cookware Set,2,2022.23,0.0,4044.46
ORD0318,2025-12-02,West,Consumer,Fashion,Sneakers,4,4838.24,0.1,17417.66
ORD0319,2025-06-30,North,Home Office,Home & Kitchen,Water Bottle,5,2542.92,0.15,10807.41
ORD0320,2025-01-18,North,Home Office,Electronics,Wireless Mouse,1,2178.48,0.0,2178.48
ORD0321,2025-03-19,Central,Home Office,Electronics,Keyboard,5,2387.85,0.0,11939.25
ORD0322,2025-12-08,West,Consumer,Beauty,Perfume,1,230.74,0.15,196.13
ORD0323,2025-01-09,South,Consumer,Fashion,Jacket,3,281.28,0.1,759.46
ORD0324,2025-02-19,East,Corporate,Home & Kitchen,Water Bottle,2,3173.95,0.05,6030.5
ORD0325,2025-07-23,South,Corporate,Electronics,Bluetooth Speaker,4,2402.19,0.0,9608.76
ORD0326,2025-12-17,Central,Corporate,Electronics,Wireless Mouse,1,2144.34,0.1,1929.91
ORD0327,2025-01-29,East,Home Office,Electronics,Keyboard,1,2598.32,0.1,2338.49
ORD0328,2025-02-18,West,Corporate,Electronics,Keyboard,2,4525.11,0.15,7692.69
ORD0329,2025-01-24,South,Corporate,Electronics,Bluetooth Speaker,5,2903.85,0.0,14519.25
ORD0330,2025-01-09,North,Corporate,Home & Kitchen,Storage Box,2,3809.82,0.1,6857.68
ORD0331,2025-03-25,East,Corporate,Home & Kitchen,Storage Box,4,3448.77,0.15,11725.82
ORD0332,2025-03-13,South,Consumer,Electronics,USB Hub,3,456.74,0.1,1233.2
ORD0333,2025-06-24,West,Consumer,Beauty,Shampoo,1,3242.79,0.1,2918.51
ORD0334,2025-07-02,North,Home Office,Beauty,Perfume,2,3461.54,0.1,6230.77
ORD0335,2025-06-01,South,Home Office,Home & Kitchen,Coffee Maker,1,1485.27,0.1,1336.74
ORD0336,2025-07-19,West,Corporate,Fashion,Sneakers,1,638.3,0.05,606.38
ORD0337,2025-05-19,Central,Home Office,Electronics,Keyboard,1,1098.48,0.1,988.63
ORD0338,2025-09-20,North,Home Office,Beauty,Face Wash,1,629.17,0.15,534.79
ORD0339,2025-11-03,North,Home Office,Fashion,Backpack,1,1599.87,0.1,1439.88
ORD0340,2025-10-14,South,Consumer,Home & Kitchen,Storage Box,5,1013.0,0.1,4558.5
ORD0341,2025-05-18,West,Corporate,Fashion,Sneakers,4,899.49,0.0,3597.96
ORD0342,2025-08-04,West,Home Office,Fashion,Backpack,1,1932.4,0.0,1932.4
ORD0343,2025-11-12,West,Corporate,Home & Kitchen,Table Lamp,1,849.35,0.0,849.35
ORD0344,2025-11-14,South,Corporate,Beauty,Shampoo,4,1805.73,0.15,6139.48
ORD0345,2025-06-14,East,Corporate,Home & Kitchen,Table Lamp,3,1051.66,0.1,2839.48
ORD0346,2025-12-22,West,Corporate,Beauty,Lip Balm,2,1763.25,0.05,3350.17
ORD0347,2025-02-28,North,Home Office,Home & Kitchen,Storage Box,5,1062.65,0.15,4516.26
ORD0348,2025-08-25,West,Home Office,Home & Kitchen,Table Lamp,3,4189.15,0.0,12567.45
ORD0349,2025-09-13,West,Corporate,Home & Kitchen,Cookware Set,2,1411.87,0.0,2823.74
ORD0350,2025-02-07,Central,Home Office,Beauty,Lip Balm,4,2993.77,0.15,10178.82
ORD0351,2025-08-03,North,Consumer,Electronics,Bluetooth Speaker,5,3049.34,0.0,15246.7
ORD0352,2025-12-03,East,Corporate,Fashion,Jeans,5,411.62,0.1,1852.29
ORD0353,2025-02-24,Central,Home Office,Electronics,Wireless Mouse,3,1264.61,0.15,3224.76
ORD0354,2025-12-19,Central,Consumer,Home & Kitchen,Table Lamp,3,2076.44,0.15,5294.92
ORD0355,2025-06-26,North,Home Office,Electronics,Headphones,1,1617.07,0.0,1617.07
ORD0356,2025-03-14,Central,Corporate,Fashion,Sneakers,3,2384.6,0.0,7153.8
ORD0357,2025-06-28,East,Consumer,Beauty,Face Wash,4,3664.57,0.1,13192.45
ORD0358,2025-06-03,South,Home Office,Electronics,Wireless Mouse,1,4275.06,0.0,4275.06
ORD0359,2025-05-05,West,Consumer,Home & Kitchen,Storage Box,2,1787.75,0.1,3217.95
ORD0360,2025-07-27,South,Corporate,Home & Kitchen,Water Bottle,4,2097.8,0.15,7132.52
ORD0361,2025-10-31,East,Home Office,Beauty,Perfume,1,3581.73,0.0,3581.73
ORD0362,2025-02-02,West,Consumer,Electronics,USB Hub,2,1954.81,0.0,3909.62
ORD0363,2025-05-15,West,Home Office,Beauty,Lip Balm,3,3064.46,0.15,7814.37
ORD0364,2025-02-28,Central,Home Office,Fashion,Sneakers,4,3162.34,0.05,12016.89
ORD0365,2025-02-13,South,Corporate,Home & Kitchen,Cookware Set,1,1344.15,0.0,1344.15
ORD0366,2025-12-22,Central,Corporate,Home & Kitchen,Storage Box,4,2206.55,0.0,8826.2
ORD0367,2025-08-05,Central,Consumer,Home & Kitchen,Table Lamp,5,3527.48,0.0,17637.4
ORD0368,2025-09-08,Central,Consumer,Fashion,Jeans,2,1708.98,0.1,3076.16
ORD0369,2025-07-03,Central,Home Office,Electronics,Headphones,2,1135.62,0.1,2044.12
ORD0370,2025-12-01,West,Consumer,Beauty,Perfume,4,2194.03,0.1,7898.51
ORD0371,2025-02-12,Central,Corporate,Electronics,Keyboard,3,355.94,0.0,1067.82
ORD0372,2025-03-28,Central,Consumer,Beauty,Lip Balm,4,2837.69,0.0,11350.76
ORD0373,2025-05-18,Central,Consumer,Fashion,Jacket,1,3847.02,0.1,3462.32
ORD0374,2025-08-06,West,Corporate,Electronics,Keyboard,3,4398.09,0.0,13194.27
ORD0375,2025-06-28,South,Home Office,Electronics,Headphones,1,3922.03,0.0,3922.03
ORD0376,2025-10-29,South,Consumer,Fashion,Jacket,4,995.71,0.0,3982.84
ORD0377,2025-01-31,East,Home Office,Fashion,Jacket,3,3063.92,0.0,9191.76
ORD0378,2025-05-30,North,Consumer,Fashion,Jacket,3,4770.51,0.15,12164.8
ORD0379,2025-07-30,South,Consumer,Electronics,Bluetooth Speaker,2,3565.85,0.0,7131.7
ORD0380,2025-12-31,East,Home Office,Fashion,Jeans,4,2548.4,0.15,8664.56
ORD0381,2025-08-01,West,Home Office,Beauty,Perfume,1,3240.41,0.0,3240.41
ORD0382,2025-05-23,North,Home Office,Fashion,Backpack,4,1769.99,0.0,7079.96
ORD0383,2025-08-23,South,Corporate,Fashion,T-Shirt,5,2108.04,0.1,9486.18
ORD0384,2025-05-18,Central,Corporate,Fashion,Sneakers,3,2826.09,0.0,8478.27
ORD0385,2025-06-25,North,Consumer,Electronics,Wireless Mouse,1,3204.66,0.1,2884.19
ORD0386,2025-03-22,South,Home Office,Beauty,Perfume,1,4959.82,0.1,4463.84
ORD0387,2025-03-09,East,Consumer,Fashion,Jeans,3,647.03,0.05,1844.04
ORD0388,2025-07-10,West,Home Office,Home & Kitchen,Coffee Maker,4,3201.9,0.0,12807.6
ORD0389,2025-02-16,Central,Consumer,Electronics,Wireless Mouse,2,2487.67,0.0,4975.34
ORD0390,2025-09-23,West,Home Office,Beauty,Face Wash,1,3537.87,0.0,3537.87
ORD0391,2025-03-09,North,Corporate,Beauty,Face Wash,2,2037.74,0.0,4075.48
ORD0392,2025-07-08,South,Consumer,Fashion,Jeans,4,3911.61,0.0,15646.44
ORD0393,2025-09-29,South,Corporate,Electronics,USB Hub,2,2311.48,0.0,4622.96
ORD0394,2025-11-12,North,Home Office,Beauty,Moisturizer,1,4502.65,0.0,4502.65
ORD0395,2025-07-16,East,Home Office,Fashion,Backpack,3,3996.17,0.0,11988.51
ORD0396,2025-02-13,East,Home Office,Home & Kitchen,Storage Box,5,3079.04,0.15,13085.92
ORD0397,2025-01-14,West,Corporate,Fashion,Jeans,5,3112.25,0.0,15561.25
ORD0398,2025-11-27,West,Home Office,Electronics,Keyboard,4,2051.25,0.0,8205.0
ORD0399,2025-11-01,South,Corporate,Electronics,USB Hub,1,4936.04,0.05,4689.24
ORD0400,2025-10-19,North,Consumer,Beauty,Shampoo,5,3477.12,0.1,15647.04
ORD0401,2025-10-28,West,Home Office,Electronics,Wireless Mouse,3,1234.57,0.0,3703.71
ORD0402,2025-05-27,Central,Home Office,Beauty,Perfume,4,594.65,0.15,2021.81
ORD0403,2025-03-20,South,Home Office,Fashion,T-Shirt,3,578.3,0.0,1734.9
ORD0404,2025-06-17,South,Consumer,Beauty,Lip Balm,1,1687.81,0.1,1519.03
ORD0405,2025-05-06,North,Corporate,Electronics,Headphones,1,2375.18,0.15,2018.9
ORD0406,2025-12-08,South,Corporate,Home & Kitchen,Coffee Maker,1,3596.92,0.0,3596.92
ORD0407,2025-06-27,North,Consumer,Fashion,Jeans,3,808.27,0.05,2303.57
ORD0408,2025-06-21,North,Corporate,Beauty,Shampoo,5,505.59,0.15,2148.76
ORD0409,2025-08-22,East,Consumer,Fashion,T-Shirt,4,4323.93,0.0,17295.72
ORD0410,2025-05-11,North,Consumer,Electronics,USB Hub,1,1295.34,0.15,1101.04
ORD0411,2025-01-07,South,Consumer,Home & Kitchen,Coffee Maker,4,1946.09,0.0,7784.36
ORD0412,2025-10-11,East,Consumer,Beauty,Moisturizer,3,1390.66,0.05,3963.38
ORD0413,2025-10-20,South,Consumer,Fashion,T-Shirt,5,3430.96,0.0,17154.8
ORD0414,2025-09-22,East,Corporate,Electronics,Headphones,1,4408.56,0.05,4188.13
ORD0415,2025-02-14,East,Home Office,Beauty,Face Wash,3,1162.22,0.15,2963.66
ORD0416,2025-11-15,South,Home Office,Home & Kitchen,Table Lamp,3,3039.12,0.1,8205.62
ORD0417,2025-10-07,South,Home Office,Home & Kitchen,Water Bottle,1,4674.51,0.0,4674.51
ORD0418,2025-06-27,East,Consumer,Electronics,Bluetooth Speaker,1,3841.86,0.1,3457.67
ORD0419,2025-04-16,East,Consumer,Home & Kitchen,Table Lamp,4,4812.69,0.0,19250.76
ORD0420,2025-01-23,West,Home Office,Home & Kitchen,Storage Box,4,3563.07,0.05,13539.67
ORD0421,2025-02-13,North,Home Office,Electronics,USB Hub,2,3257.64,0.1,5863.75
ORD0422,2025-10-18,East,Corporate,Electronics,Headphones,2,1335.5,0.05,2537.45
ORD0423,2025-12-25,South,Consumer,Fashion,Sneakers,4,1504.39,0.0,6017.56
ORD0424,2025-10-27,East,Corporate,Electronics,Keyboard,1,988.0,0.1,889.2
ORD0425,2025-03-03,North,Consumer,Fashion,Jeans,4,1678.88,0.05,6379.74
ORD0426,2025-03-22,South,Consumer,Fashion,Jacket,1,1231.1,0.05,1169.54
ORD0427,2025-12-31,East,Consumer,Home & Kitchen,Cookware Set,4,2663.61,0.05,10121.72
ORD0428,2025-01-16,North,Corporate,Beauty,Perfume,5,3789.78,0.0,18948.9
ORD0429,2025-02-22,South,Consumer,Home & Kitchen,Coffee Maker,1,495.01,0.0,495.01
ORD0430,2025-07-25,North,Consumer,Fashion,T-Shirt,5,3012.37,0.0,15061.85
ORD0431,2025-04-12,North,Consumer,Beauty,Moisturizer,1,4543.37,0.05,4316.2
ORD0432,2025-08-25,West,Consumer,Electronics,Keyboard,5,2278.15,0.1,10251.68
ORD0433,2025-07-15,East,Corporate,Beauty,Moisturizer,3,1229.64,0.0,3688.92
ORD0434,2025-08-17,East,Corporate,Home & Kitchen,Coffee Maker,5,3171.05,0.0,15855.25
ORD0435,2025-07-30,West,Consumer,Beauty,Face Wash,1,1541.92,0.0,1541.92
ORD0436,2025-11-26,West,Home Office,Home & Kitchen,Storage Box,1,4948.14,0.05,4700.73
ORD0437,2025-09-06,South,Consumer,Fashion,Jacket,5,1742.7,0.05,8277.82
ORD0438,2025-06-13,Central,Corporate,Home & Kitchen,Coffee Maker,3,480.24,0.1,1296.65
ORD0439,2025-10-27,East,Home Office,Home & Kitchen,Water Bottle,1,1388.71,0.0,1388.71
ORD0440,2025-01-29,South,Consumer,Home & Kitchen,Storage Box,4,1902.06,0.0,7608.24
ORD0441,2025-10-31,Central,Home Office,Fashion,Sneakers,5,334.39,0.05,1588.35
ORD0442,2025-03-14,North,Consumer,Home & Kitchen,Table Lamp,5,1682.45,0.1,7571.03
ORD0443,2025-01-29,North,Corporate,Home & Kitchen,Storage Box,2,294.65,0.1,530.37
ORD0444,2025-11-11,North,Consumer,Home & Kitchen,Water Bottle,3,3640.3,0.05,10374.86
ORD0445,2025-03-17,East,Home Office,Home & Kitchen,Coffee Maker,5,4330.21,0.0,21651.05
ORD0446,2025-12-06,South,Consumer,Beauty,Lip Balm,1,1814.49,0.05,1723.77
ORD0447,2025-08-12,Central,Corporate,Beauty,Shampoo,2,3593.48,0.15,6108.92
ORD0448,2025-04-25,South,Consumer,Home & Kitchen,Table Lamp,3,3722.18,0.05,10608.21
ORD0449,2025-01-01,Central,Consumer,Beauty,Lip Balm,1,1072.99,0.05,1019.34
ORD0450,2025-11-24,South,Corporate,Electronics,Headphones,2,1788.61,0.0,3577.22
ORD0451,2025-06-13,South,Consumer,Home & Kitchen,Coffee Maker,3,2342.82,0.05,6677.04
ORD0452,2025-12-21,North,Corporate,Electronics,Bluetooth Speaker,3,3976.7,0.0,11930.1
ORD0453,2025-08-13,East,Home Office,Beauty,Moisturizer,4,2565.79,0.1,9236.84
ORD0454,2025-07-12,South,Corporate,Electronics,Headphones,5,3323.65,0.0,16618.25
ORD0455,2025-02-07,North,Corporate,Electronics,Bluetooth Speaker,1,1728.84,0.0,1728.84
ORD0456,2025-03-29,East,Home Office,Beauty,Moisturizer,1,2824.82,0.0,2824.82
ORD0457,2025-11-11,Central,Corporate,Beauty,Face Wash,4,4722.72,0.0,18890.88
ORD0458,2025-03-22,West,Home Office,Electronics,Wireless Mouse,3,1185.64,0.0,3556.92
ORD0459,2025-10-11,West,Home Office,Fashion,Sneakers,3,1339.23,0.0,4017.69
ORD0460,2025-10-09,North,Corporate,Beauty,Moisturizer,1,1930.98,0.1,1737.88
ORD0461,2025-12-05,East,Consumer,Beauty,Moisturizer,1,322.53,0.0,322.53
ORD0462,2025-08-31,North,Home Office,Electronics,Bluetooth Speaker,4,2459.53,0.05,9346.21
ORD0463,2025-10-06,South,Corporate,Beauty,Moisturizer,3,4449.36,0.05,12680.68
ORD0464,2025-01-23,Central,Consumer,Fashion,Backpack,4,1463.32,0.05,5560.62
ORD0465,2025-03-19,Central,Consumer,Electronics,Wireless Mouse,3,4078.26,0.1,11011.3
ORD0466,2025-10-11,West,Home Office,Electronics,Headphones,5,2208.43,0.15,9385.83
ORD0467,2025-05-01,Central,Home Office,Beauty,Shampoo,1,2094.06,0.0,2094.06
ORD0468,2025-09-22,South,Consumer,Home & Kitchen,Coffee Maker,4,1028.82,0.0,4115.28
ORD0469,2025-03-06,South,Home Office,Electronics,Headphones,1,4942.74,0.1,4448.47
ORD0470,2025-03-17,West,Home Office,Fashion,Sneakers,1,616.73,0.15,524.22
ORD0471,2025-06-16,Central,Home Office,Fashion,Jacket,4,4601.38,0.0,18405.52
ORD0472,2025-09-25,Central,Home Office,Beauty,Face Wash,4,917.28,0.15,3118.75
ORD0473,2025-02-21,East,Corporate,Electronics,USB Hub,1,3970.58,0.15,3374.99
ORD0474,2025-05-16,South,Corporate,Beauty,Perfume,5,3122.02,0.0,15610.1
ORD0475,2025-07-26,North,Corporate,Home & Kitchen,Storage Box,5,3466.9,0.1,15601.05
ORD0476,2025-06-19,North,Corporate,Home & Kitchen,Coffee Maker,4,4619.01,0.05,17552.24
ORD0477,2025-06-05,South,Consumer,Fashion,Sneakers,4,4318.53,0.0,17274.12
ORD0478,2025-06-03,North,Consumer,Beauty,Shampoo,3,3697.24,0.15,9427.96
ORD0479,2025-08-15,North,Home Office,Home & Kitchen,Table Lamp,4,3844.57,0.05,14609.37
ORD0480,2025-03-23,Central,Consumer,Electronics,Bluetooth Speaker,5,2135.25,0.15,9074.81
ORD0481,2025-03-30,North,Corporate,Home & Kitchen,Water Bottle,1,1396.55,0.1,1256.89
ORD0482,2025-12-27,West,Home Office,Home & Kitchen,Cookware Set,3,4151.83,0.15,10587.17
ORD0483,2025-03-05,South,Corporate,Electronics,Keyboard,3,2545.18,0.1,6871.99
ORD0484,2025-10-28,North,Corporate,Fashion,Sneakers,2,4219.74,0.05,8017.51
ORD0485,2025-01-15,South,Home Office,Beauty,Face Wash,2,4297.34,0.0,8594.68
ORD0486,2025-04-26,West,Consumer,Home & Kitchen,Cookware Set,4,2662.75,0.0,10651.0
ORD0487,2025-11-28,East,Home Office,Home & Kitchen,Storage Box,1,1273.1,0.15,1082.13
ORD0488,2025-12-30,East,Consumer,Fashion,Backpack,4,4286.61,0.1,15431.8
ORD0489,2025-08-27,North,Home Office,Fashion,Jacket,5,2105.33,0.0,10526.65
ORD0490,2025-12-06,North,Corporate,Fashion,Jacket,5,3122.44,0.05,14831.59
ORD0491,2025-02-02,East,Consumer,Fashion,Sneakers,3,4334.16,0.05,12352.36
ORD0492,2025-03-18,South,Home Office,Home & Kitchen,Coffee Maker,5,2138.67,0.05,10158.68
ORD0493,2025-01-14,West,Home Office,Beauty,Shampoo,3,4552.18,0.1,12290.89
ORD0494,2025-01-19,East,Home Office,Home & Kitchen,Cookware Set,2,3493.33,0.1,6287.99
ORD0495,2025-06-03,South,Home Office,Home & Kitchen,Storage Box,2,1609.16,0.1,2896.49
ORD0496,2025-05-13,East,Corporate,Home & Kitchen,Cookware Set,1,1265.82,0.0,1265.82
ORD0497,2025-06-19,West,Consumer,Fashion,Sneakers,5,1610.45,0.0,8052.25
ORD0498,2025-11-21,Central,Corporate,Electronics,Headphones,2,2601.29,0.1,4682.32
ORD0499,2025-07-31,West,Home Office,Electronics,Keyboard,2,4962.27,0.05,9428.31
ORD0500,2025-08-23,East,Home Office,Home & Kitchen,Cookware Set,2,3937.92,0.1,7088.26
ORD0501,2025-04-01,South,Home Office,Fashion,T-Shirt,1,2368.86,0.0,2368.86
ORD0502,2025-03-23,West,Corporate,Beauty,Face Wash,2,3148.5,0.1,5667.3
ORD0503,2025-09-02,North,Corporate,Beauty,Face Wash,1,2761.16,0.05,2623.1
ORD0504,2025-09-29,South,Home Office,Home & Kitchen,Coffee Maker,1,3207.1,0.0,3207.1
ORD0505,2025-06-26,East,Consumer,Fashion,Jeans,1,2040.04,0.15,1734.03
ORD0506,2025-02-03,Central,Home Office,Electronics,Bluetooth Speaker,3,2387.45,0.15,6088.0
ORD0507,2025-06-22,East,Consumer,Beauty,Moisturizer,3,4980.47,0.1,13447.27
ORD0508,2025-03-26,South,Home Office,Beauty,Face Wash,2,1275.74,0.0,2551.48
ORD0509,2025-01-12,West,Home Office,Home & Kitchen,Coffee Maker,3,3612.33,0.0,10836.99
ORD0510,2025-05-11,North,Home Office,Electronics,USB Hub,1,3376.46,0.0,3376.46
ORD0511,2025-03-01,West,Home Office,Beauty,Perfume,4,792.26,0.05,3010.59
ORD0512,2025-03-20,Central,Corporate,Home & Kitchen,Coffee Maker,3,2219.18,0.0,6657.54
ORD0513,2025-11-15,North,Corporate,Home & Kitchen,Table Lamp,1,2654.61,0.15,2256.42
ORD0514,2025-02-28,Central,Consumer,Electronics,Headphones,2,3122.21,0.05,5932.2
ORD0515,2025-07-03,South,Home Office,Beauty,Shampoo,2,388.15,0.1,698.67
ORD0516,2025-09-04,North,Home Office,Fashion,Jeans,1,260.2,0.0,260.2
ORD0517,2025-12-09,North,Corporate,Beauty,Moisturizer,1,3940.73,0.0,3940.73
ORD0518,2025-11-26,North,Consumer,Home & Kitchen,Table Lamp,3,1466.8,0.0,4400.4
ORD0519,2025-01-21,North,Consumer,Fashion,Sneakers,3,2243.78,0.0,6731.34
ORD0520,2025-01-05,Central,Corporate,Home & Kitchen,Water Bottle,3,1915.13,0.1,5170.85
ORD0521,2025-02-17,West,Corporate,Fashion,Sneakers,2,745.39,0.1,1341.7
ORD0522,2025-07-17,South,Consumer,Beauty,Perfume,2,741.67,0.0,1483.34
ORD0523,2025-08-02,East,Home Office,Beauty,Lip Balm,4,1069.05,0.1,3848.58
ORD0524,2025-01-15,West,Consumer,Home & Kitchen,Table Lamp,4,741.1,0.1,2667.96
ORD0525,2025-02-02,Central,Home Office,Fashion,Sneakers,1,3580.93,0.15,3043.79
ORD0526,2025-10-17,North,Corporate,Home & Kitchen,Cookware Set,5,2709.9,0.15,11517.07
ORD0527,2025-12-05,South,Home Office,Home & Kitchen,Table Lamp,3,3384.81,0.1,9138.99
ORD0528,2025-11-10,West,Consumer,Electronics,Wireless Mouse,2,2625.72,0.1,4726.3
ORD0529,2025-02-08,North,Home Office,Beauty,Shampoo,2,1787.3,0.05,3395.87
ORD0530,2025-04-25,Central,Corporate,Beauty,Perfume,2,577.39,0.1,1039.3
ORD0531,2025-02-15,North,Consumer,Beauty,Perfume,3,768.79,0.1,2075.73
ORD0532,2025-07-26,Central,Home Office,Beauty,Face Wash,5,2834.67,0.0,14173.35
ORD0533,2025-11-23,East,Corporate,Fashion,Jacket,5,1191.89,0.1,5363.51
ORD0534,2025-01-28,Central,Corporate,Home & Kitchen,Table Lamp,3,2887.72,0.15,7363.69
ORD0535,2025-12-03,North,Corporate,Fashion,Backpack,1,666.7,0.0,666.7
ORD0536,2025-07-01,North,Consumer,Fashion,Jacket,5,1993.67,0.0,9968.35
ORD0537,2025-09-10,South,Consumer,Home & Kitchen,Table Lamp,1,1419.59,0.0,1419.59
ORD0538,2025-07-21,West,Consumer,Home & Kitchen,Table Lamp,2,3639.58,0.0,7279.16
ORD0539,2025-11-21,South,Corporate,Electronics,Headphones,4,3359.59,0.15,11422.61
ORD0540,2025-01-03,Central,Consumer,Electronics,USB Hub,4,4225.32,0.1,15211.15
ORD0541,2025-12-21,Central,Corporate,Home & Kitchen,Water Bottle,1,2058.55,0.15,1749.77
ORD0542,2025-09-16,East,Corporate,Beauty,Perfume,5,4595.37,0.0,22976.85
ORD0543,2025-06-25,Central,Corporate,Fashion,Backpack,2,862.26,0.15,1465.84
ORD0544,2025-12-26,East,Home Office,Fashion,Jacket,2,1163.27,0.15,1977.56
ORD0545,2025-06-26,North,Corporate,Home & Kitchen,Water Bottle,5,2802.96,0.05,13314.06
ORD0546,2025-10-15,Central,Corporate,Beauty,Lip Balm,5,4723.83,0.1,21257.24
ORD0547,2025-08-05,North,Home Office,Electronics,USB Hub,1,320.31,0.0,320.31
ORD0548,2025-01-29,South,Consumer,Home & Kitchen,Cookware Set,2,4919.96,0.05,9347.92
ORD0549,2025-12-20,North,Home Office,Fashion,Jeans,5,354.07,0.1,1593.32
ORD0550,2025-12-12,North,Corporate,Home & Kitchen,Storage Box,4,1339.46,0.05,5089.95
ORD0551,2025-07-18,South,Home Office,Beauty,Shampoo,5,457.25,0.05,2171.94
ORD0552,2025-08-15,South,Home Office,Home & Kitchen,Cookware Set,5,2822.75,0.15,11996.69
ORD0553,2025-04-10,South,Consumer,Fashion,Backpack,2,4919.58,0.0,9839.16
ORD0554,2025-09-21,East,Consumer,Electronics,Headphones,1,2255.84,0.15,1917.46
ORD0555,2025-03-24,North,Consumer,Fashion,T-Shirt,3,2437.39,0.0,7312.17
ORD0556,2025-06-15,Central,Corporate,Electronics,USB Hub,3,2553.64,0.15,6511.78
ORD0557,2025-02-07,North,Home Office,Fashion,Jacket,2,4792.54,0.15,8147.32
ORD0558,2025-03-23,South,Consumer,Beauty,Lip Balm,5,2135.4,0.05,10143.15
ORD0559,2025-12-06,Central,Corporate,Fashion,Sneakers,3,1608.16,0.15,4100.81
ORD0560,2025-10-15,Central,Consumer,Electronics,Wireless Mouse,3,2338.2,0.15,5962.41
ORD0561,2025-01-21,East,Consumer,Fashion,Backpack,1,2051.2,0.15,1743.52
ORD0562,2025-09-22,East,Home Office,Fashion,Jacket,5,2337.67,0.0,11688.35
ORD0563,2025-04-09,Central,Home Office,Fashion,Jacket,1,4750.42,0.0,4750.42
ORD0564,2025-01-04,North,Consumer,Electronics,Keyboard,2,4350.76,0.1,7831.37
ORD0565,2025-10-03,North,Consumer,Beauty,Face Wash,2,313.01,0.05,594.72
ORD0566,2025-02-07,South,Corporate,Electronics,Keyboard,3,2877.8,0.15,7338.39
ORD0567,2025-07-28,West,Home Office,Beauty,Perfume,4,2277.52,0.0,9110.08
ORD0568,2025-03-02,North,Home Office,Electronics,USB Hub,1,3827.61,0.15,3253.47
ORD0569,2025-02-07,Central,Consumer,Fashion,Jacket,1,1590.22,0.05,1510.71
ORD0570,2025-05-25,West,Consumer,Beauty,Perfume,4,4145.19,0.0,16580.76
ORD0571,2025-10-01,East,Home Office,Home & Kitchen,Water Bottle,4,4023.5,0.15,13679.9
ORD0572,2025-03-15,South,Consumer,Fashion,Sneakers,1,2855.92,0.15,2427.53
